"IRD_ID","IRD_VEH_ID","IRD_TRIP_ID","IRD_DEV_START_AT","IRD_DEV_END_AT","IRD_DEV_START_LOC","IRD_DEV_START_CITY","IRD_DEV_START_DIS","IRD_DEV_START_STATE","IRD_DEV_END_LOC","IRD_DEV_END_CITY","IRD_DEV_END_DIS","IRD_DEV_END_STATE","IRD_DEV_DUR_IN_MINS","IRD_DEV_CREATED_AT","IRD_DEV_CREATED_BY","IRD_DEV_UPDATED_AT","IRD_DEV_UPDATED_BY","IRD_DEV_MSG","IRD_IS_DONE","IS_CHECKED"
160718,"7623","0682067026","2015-10-09 08:39:37","2015-10-09 08:53:56","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.11 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",14,"2015-10-09 10:28:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160717,"4095","0682066980","2015-10-09 09:55:29","2015-10-09 10:10:18","0.94 Km. W From Bharat Petroleum Corporation Ltd.","Nawanshahr"," Hoshiarpur","Punjab","0.03 Km. NW From District Court","Garhshankar"," Hoshiarpur","Punjab",14,"2015-10-09 10:28:48","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160716,"4095","0682066980","2015-10-09 09:29:23","2015-10-09 09:50:00","0.74 Km. W From Hindustan Petroleum Corporation Ltd.","Phillaur"," Jalandhar","Punjab","0.42 Km. E From DOABA PUNJABI CHRISTIAN SABHA","Nawanshahr"," Hoshiarpur","Punjab",20,"2015-10-09 10:28:46","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160715,"4095","0682066980","2015-10-09 08:39:42","2015-10-09 08:45:17","0.07 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 10:28:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160714,"1870","0682066501","2015-10-09 08:57:57","2015-10-09 09:04:58","0.04 Km. N From Geeta colony Fire Station","Delhi"," Delhi","Delhi","0.06 Km. E From Pan Communication P Ltd","Delhi"," Delhi","Delhi",7,"2015-10-09 10:26:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160713,"1648","0682066686","2015-10-09 08:32:02","2015-10-09 08:41:33","0.34 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.04 Km. E From DELHI TERMINAL","Delhi"," Delhi","Delhi",9,"2015-10-09 10:22:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160712,"7098","0682066880","2015-10-09 09:40:43","2015-10-09 09:55:46","0.07 Km. SW  From OGIS Institute , Pandara Park",", Pandara Park;","  Pandara Park;Delhi,Delhi","Delhi","0.17 Km. NE From Surgeine Healthcare I Pvt  Ltd","Delhi"," Delhi","Delhi",15,"2015-10-09 10:21:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160711,"7098","0682066880","2015-10-09 08:25:21","2015-10-09 08:38:52","0.24 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.03 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",13,"2015-10-09 10:21:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160710,"1369","0682066534","2015-10-09 09:31:28","2015-10-09 09:48:22","0.06 Km. NW  From Electricity Office , Rabindra Nagar",", Rabindra Nagar;","  Rabindra Nagar;Delhi,Delhi","Delhi","0.17 Km. NE From Surgeine Healthcare I Pvt  Ltd","Delhi"," Delhi","Delhi",16,"2015-10-09 10:20:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160709,"1369","0682066534","2015-10-09 08:11:02","2015-10-09 08:25:44","0.31 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi","0.05 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",14,"2015-10-09 10:20:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160708,"2132","0682066318","2015-10-09 08:10:56","2015-10-09 08:21:40","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",10,"2015-10-09 10:19:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160707,"7613","0682065658","2015-10-09 10:02:18","2015-10-09 10:08:46","0.08 Km. NE From Muncipal Corporation Amritsar","Amritsar- II"," - II,"," II,Amritsar-Punjab","0.04 Km. SE From G M PUNJAB ROADWAYS-ASR2-226","Amritsar- II"," -ASR2-226;Amritsar- II,","ASR2-226;Amritsar- II,Amritsar-Punjab",6,"2015-10-09 10:16:04","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160706,"7613","0682065658","2015-10-09 07:42:23","2015-10-09 07:49:17","0.07 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",6,"2015-10-09 10:16:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160705,"5219","0682065727","2015-10-09 09:30:31","2015-10-09 09:38:24","0.04 Km.  E From HMT , Jalahalli",", Jalahalli;","  Jalahalli;Banglore,Banglore","Karnataka","0.03 Km.  W From Jai Bharath Auto Stand , Khata Nagar",", Khata Nagar;","  Khata Nagar;Banglore,Banglore","Karnataka",7,"2015-10-09 10:15:20","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160704,"5219","0682065727","2015-10-09 07:19:55","2015-10-09 07:34:06","0.03 Km. SE From DEVANAGONTHI TERMINAL","Hosakote"," Bangalore (Rural)","Karnataka","0.15 Km. W From iocl terminal","Hosakote"," Bangalore (Rural)","Karnataka",14,"2015-10-09 10:15:11","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160703,"3633","0682068484","2015-10-09 09:53:08","2015-10-09 10:01:08","0.38 Km. E From PAHWA AUTO CENTRE","Rewari"," Rewari","Haryana","0.03 Km. S From SINGH FILLING STATION","Rewari"," Rewari","Haryana",8,"2015-10-09 10:12:20","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160702,"4223","0682068047","2015-10-09 09:21:00","2015-10-09 09:29:13","0.03 Km. NE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",8,"2015-10-09 10:08:43","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160701,"5255","0682066801","2015-10-09 09:47:39","2015-10-09 09:54:58","0.03 Km.  S From Vejayalaxmi Enterprises , Banasvadi",", Banasvadi;","  Banasvadi;Banglore,Banglore","Karnataka","0.01 Km.  S From Fitness World Gym , Banasvadi",", Banasvadi;","  Banasvadi;Banglore,Banglore","Karnataka",7,"2015-10-09 10:05:36","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160700,"5255","0682066801","2015-10-09 09:34:07","2015-10-09 09:42:09","0.06 Km.  E From Vidyarthi Education & Computer Center , Krishnarajapura",", Krishnarajapura;","  Krishnarajapura;Banglore,Banglore","Karnataka","0.03 Km. N From Masjid E Noor","Banglore"," Banglore","Karnataka",8,"2015-10-09 10:05:36","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160699,"2071","0682067746","2015-10-09 09:39:54","2015-10-09 09:47:50","0.32 Km. SW  From Makki , Bharthal",", Bharthal;","  Bharthal;Delhi,Delhi","Delhi","0.22 Km. E From Unique Hospital","Delhi"," Delhi","Delhi",7,"2015-10-09 10:03:01","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160698,"2071","0682067746","2015-10-09 09:09:29","2015-10-09 09:14:29","0.29 Km. E From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.34 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",5,"2015-10-09 10:02:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160697,"7679","0682065654","2015-10-09 09:23:12","2015-10-09 09:32:09","1.78 Km. NE From Baba Ram Jogi Pier Jiii Gurudwara Sahib","Sultanpur Lodhi"," Amritsar","Punjab","1.98 Km. NE From Sandu Palace","Tarn Taran"," Amritsar","Punjab",8,"2015-10-09 09:58:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160696,"7679","0682065654","2015-10-09 07:04:12","2015-10-09 07:26:16","0.16 Km. SE From Vikas Motors","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.02 Km. W From Hyundai Service","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",22,"2015-10-09 09:58:31","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160695,"5704","0682065494","2015-10-09 08:57:00","2015-10-09 09:24:10","0.05 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka","0.04 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka",27,"2015-10-09 09:57:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160694,"5647","0682065121","2015-10-09 06:55:34","2015-10-09 07:03:11","0.13 Km. W From HASSAN TOP","Hassan"," Hassan","Karnataka","0.09 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",7,"2015-10-09 09:56:40","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160693,"1377","0682066529","2015-10-09 08:55:27","2015-10-09 09:17:02","0.14 Km. NE From Central Base Post Office","Delhi"," Delhi","Delhi","0.11 Km. NW  From Hanuman , Greater Kailash Enclave II",", Greater Kailash Enclave II;","  Greater Kailash Enclave II;Delhi,Delhi","Delhi",21,"2015-10-09 09:54:40","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160692,"1347","0682066206","2015-10-09 07:53:23","2015-10-09 08:06:20","0.34 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.05 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",12,"2015-10-09 09:51:47","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160691,"6487","0682065678","2015-10-09 09:31:51","2015-10-09 09:37:17","0.87 Km. NE From RADHA SOAMI SATSANG-29","Kapurthala"," -29;Kapurthala,","29;Kapurthala,Amritsar-Punjab","0.40 Km. N From RADHA SOAMI SATSANG-29","Kapurthala"," -29;Kapurthala,","29;Kapurthala,Amritsar-Punjab",5,"2015-10-09 09:51:07","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160690,"6487","0682065678","2015-10-09 07:45:04","2015-10-09 07:54:01","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",8,"2015-10-09 09:51:01","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160689,"2701","0682065271","2015-10-09 07:06:37","2015-10-09 07:26:58","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",20,"2015-10-09 09:49:49","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160688,"7645","0682065096","2015-10-09 06:56:25","2015-10-09 07:11:26","0.03 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.16 Km. N From Hyundai Service","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",15,"2015-10-09 09:48:07","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160687,"3858","0682067047","2015-10-09 09:20:02","2015-10-09 09:29:59","0.06 Km. NE From Traffic Police Chowki","Jalandhar - I"," - I,"," I,Kapurthala-Punjab","0.05 Km. N From LS BHOGAL FILLING STN-667","Phagwara"," -667;Phagwara,","667;Phagwara,Kapurthala-Punjab",9,"2015-10-09 09:43:33","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160686,"3858","0682067047","2015-10-09 08:40:28","2015-10-09 08:54:48","0.03 Km. NE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.11 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",14,"2015-10-09 09:43:30","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160685,"4182","0682066061","2015-10-09 08:13:44","2015-10-09 08:22:18","0.09 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",8,"2015-10-09 09:41:22","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160684,"1466","0682066405","2015-10-09 08:48:46","2015-10-09 09:12:51","0.12 Km. SE From Manger Village Check Post","Delhi"," Delhi","Delhi","0.12 Km. W From Akshardham Check Post","Delhi"," Delhi","Delhi",24,"2015-10-09 09:36:06","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160683,"1466","0682066405","2015-10-09 07:57:28","2015-10-09 08:07:58","0.17 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.04 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",10,"2015-10-09 09:36:04","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160682,"7671","0682066926","2015-10-09 08:29:21","2015-10-09 08:42:15","0.04 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.11 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",12,"2015-10-09 09:31:50","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160681,"1620","0682065958","2015-10-09 09:15:15","2015-10-09 09:22:18","0.18 Km. W From Punjab National Bank","Delhi"," Delhi","Delhi","0.04 Km. NW  From Kendriya Kaksha , Pushpa Vihar",", Pushpa Vihar;","  Pushpa Vihar;Delhi,Delhi","Delhi",7,"2015-10-09 09:28:10","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160680,"1620","0682065958","2015-10-09 07:59:38","2015-10-09 08:06:17","0.17 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.04 Km. NE  From Chopra Tours And Travels , Pushpanjali Farms",", Pushpanjali Farms;","  Pushpanjali Farms;Delhi,Delhi","Delhi",6,"2015-10-09 09:28:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160679,"7556","0682065891","2015-10-09 09:02:25","2015-10-09 09:16:44","0.29 Km. S From Indraprastha Service Station","Delhi"," Delhi","Delhi","0.06 Km. W From Sai Memorial School","Delhi"," Delhi","Delhi",14,"2015-10-09 09:27:13","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160678,"7657","0682065946","2015-10-09 07:41:47","2015-10-09 07:51:18","0.05 Km. W From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.13 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",9,"2015-10-09 09:26:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160677,"7662","0682066503","2015-10-09 09:01:17","2015-10-09 09:14:48","0.13 Km. NE From OC FOL DEPOT JAL CANT-252","Jalandhar - I"," -252;Jalandhar - I,","252;Jalandhar - I,Jalandhar-Punjab","0.08 Km. E From OC FOL DEPOT JAL CANT-252","Jalandhar - I"," -252;Jalandhar - I,","252;Jalandhar - I,Jalandhar-Punjab",13,"2015-10-09 09:20:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160676,"7662","0682066503","2015-10-09 08:11:09","2015-10-09 08:38:12","0.04 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.12 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",27,"2015-10-09 09:20:07","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160675,"1460","0682066102","2015-10-09 08:11:42","2015-10-09 08:17:52","0.29 Km. E From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.08 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",6,"2015-10-09 09:19:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160674,"1519","0682066439","2015-10-09 08:03:44","2015-10-09 08:13:17","0.34 Km. E From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.31 Km. NE From Agni Insulations","Delhi"," Delhi","Delhi",9,"2015-10-09 09:19:10","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160673,"4080","0682067174","2015-10-09 08:43:30","2015-10-09 08:48:56","0.08 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 09:13:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160672,"3033","0682063223","2015-10-09 07:04:12","2015-10-09 07:15:10","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",10,"2015-10-09 09:04:54","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160671,"1713","0682065729","2015-10-09 07:41:48","2015-10-09 07:54:19","0.35 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi","0.06 Km. E From DELHI TERMINAL","Delhi"," Delhi","Delhi",12,"2015-10-09 09:01:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160670,"2284","0682065012","2015-10-09 07:43:24","2015-10-09 07:51:55","0.14 Km. NE  From Taharpur , Bijwasan",", Bijwasan;","  Bijwasan;Delhi,Delhi","Delhi","0.10 Km. SE From Police Post Sector 19","Delhi"," Delhi","Delhi",8,"2015-10-09 08:58:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160669,"2284","0682065012","2015-10-09 06:59:04","2015-10-09 07:19:24","0.09 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.02 Km. NE From DELHI TERMINAL","Delhi"," Delhi","Delhi",20,"2015-10-09 08:58:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160668,"1533","0682066093","2015-10-09 08:28:22","2015-10-09 08:35:55","0.15 Km. SW  From Iris House , Dwarka",", Dwarka;","  Dwarka;Delhi,Delhi","Delhi","0.14 Km. E From True Web Solution","Delhi"," Delhi","Delhi",7,"2015-10-09 08:57:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160667,"1533","0682066093","2015-10-09 07:59:27","2015-10-09 08:09:52","0.23 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.30 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",10,"2015-10-09 08:56:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160666,"1334","0682065577","2015-10-09 07:44:36","2015-10-09 07:53:08","0.27 Km. NE From Agni Insulations","Delhi"," Delhi","Delhi","0.12 Km. NW From Shiv Murti Mandir","Delhi"," Delhi","Delhi",8,"2015-10-09 08:55:01","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160665,"2659","0682065387","2015-10-09 06:56:52","2015-10-09 07:07:03","0.11 Km. SE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",10,"2015-10-09 08:53:10","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160664,"4863","0682065591","2015-10-09 08:10:42","2015-10-09 08:31:57","0.10 Km. NW From Dr. S. Alice","Banglore"," Banglore","Karnataka","0.16 Km. NW From Bellahalli Cross","Banglore"," Banglore","Karnataka",21,"2015-10-09 08:42:28","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160663,"2091","0682065013","2015-10-09 07:02:42","2015-10-09 07:11:24","0.04 Km. NE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",8,"2015-10-09 08:40:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160662,"2586","0682065584","2015-10-09 08:28:36","2015-10-09 08:34:58","0.09 Km. NW From Arjun Dhaba","Ludhiana (West)"," Ludhiana","Punjab","0.11 Km. SW From B. K. Die Steel Industries","Ludhiana (West)"," Ludhiana","Punjab",6,"2015-10-09 08:39:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160661,"1349","0682065656","2015-10-09 07:15:38","2015-10-09 07:29:10","0.26 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.02 Km. NE From DELHI TERMINAL","Delhi"," Delhi","Delhi",13,"2015-10-09 08:33:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160660,"1567","0682064151","2015-10-09 07:47:04","2015-10-09 08:06:53","0.14 Km. NE  From Municipal Corporation Of Delhi , Beholpur Bhangar",", Beholpur Bhangar;","  Beholpur Bhangar;Delhi,Delhi","Delhi","0.10 Km. NE  From Municipal Corporation Of Delhi , Beholpur Bhangar",", Beholpur Bhangar;","  Beholpur Bhangar;Delhi,Delhi","Delhi",19,"2015-10-09 08:27:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160659,"1567","0682064151","2015-10-09 07:03:56","2015-10-09 07:08:56","0.21 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.19 Km. NE From Amrit Seair Express Pvt. Ltd","Delhi"," Delhi","Delhi",5,"2015-10-09 08:26:58","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160658,"1402","0682065292","2015-10-09 07:19:00","2015-10-09 07:25:00","0.20 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.05 Km. N  From New Laxmi Sweets , Pushpanjali Farms",", Pushpanjali Farms;","  Pushpanjali Farms;Delhi,Delhi","Delhi",6,"2015-10-09 08:21:21","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160657,"1345","0682065510","2015-10-09 07:03:39","2015-10-09 07:14:07","0.13 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.05 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",10,"2015-10-09 08:20:54","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160656,"1993","0682065570","2015-10-09 07:00:55","2015-10-09 07:15:40","0.21 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.03 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",14,"2015-10-09 08:18:09","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160655,"1513","0682065411","2015-10-09 07:47:25","2015-10-09 07:54:56","0.11 Km. E From Shiv Mandir","Delhi"," Delhi","Delhi","0.30 Km. SE  From Fire Station , Chilla Sarda Bangar",", Chilla Sarda Bangar;","  Chilla Sarda Bangar;Delhi,Delhi","Delhi",7,"2015-10-09 08:08:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160654,"1421","0682065700","2015-10-09 07:09:18","2015-10-09 07:21:58","0.12 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.05 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",12,"2015-10-09 08:02:55","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160653,"1344","0682065659","2015-10-09 07:14:04","2015-10-09 07:19:04","0.22 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.19 Km. NE From Amrit Seair Express Pvt. Ltd","Delhi"," Delhi","Delhi",5,"2015-10-09 07:40:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
